NACA 2415
  1.000000  0.001570
  0.997400  0.002230
  0.989300  0.004190
  0.975900  0.007390
  0.957330  0.011720
  0.933770  0.017050
  0.905480  0.023230
  0.872750  0.030060
  0.835910  0.037380
  0.795360  0.044980
  0.751540  0.052670
  0.704900  0.060250
  0.655950  0.067530
  0.605240  0.074310
  0.553310  0.080400
  0.500740  0.085620
  0.448110  0.089780
  0.395970  0.092720
  0.344480  0.094090
  0.294690  0.093660
  0.247220  0.091400
  0.202610  0.087360
  0.161420  0.081630
  0.124110  0.074380
  0.091120  0.065800
  0.062820  0.056150
  0.039520  0.045660
  0.021450  0.034600
  0.008780  0.023190
  0.001610  0.011610
  0.000000  0.000000
  0.003870 -0.011060
  0.013080 -0.021030
  0.027500 -0.029850
  0.046940 -0.037480
  0.071150 -0.043870
  0.099860 -0.048990
  0.132750 -0.052820
  0.169450 -0.055390
  0.209600 -0.056760
  0.252780 -0.057030
  0.298570 -0.056330
  0.346510 -0.054830
  0.396120 -0.052720
  0.447370 -0.050030
  0.499260 -0.046730
  0.551220 -0.042980
  0.602670 -0.038930
  0.653060 -0.034720
  0.701840 -0.030480
  0.748460 -0.026280
  0.792420 -0.022220
  0.833220 -0.018360
  0.870400 -0.014770
  0.903540 -0.011510
  0.932250 -0.008620
  0.956220 -0.006160
  0.975160 -0.004190
  0.988850 -0.002750
  0.997120 -0.001870
  1.000000 -0.001570
