S1223
  1.000000  0.000000
  0.998380  0.001260
  0.994170  0.004940
  0.988250  0.010370
  0.980750  0.016460
  0.971110  0.022500
  0.958840  0.028530
  0.943890  0.034760
  0.926390  0.041160
  0.906410  0.047680
  0.884060  0.054270
  0.859470  0.060890
  0.832770  0.067490
  0.804120  0.074020
  0.773690  0.080440
  0.741660  0.086710
  0.708230  0.092770
  0.673600  0.098590
  0.637980  0.104120
  0.601580  0.109350
  0.564650  0.114250
  0.527440  0.118810
  0.490250  0.123030
  0.453400  0.126830
  0.417210  0.130110
  0.381930  0.132710
  0.347770  0.134470
  0.314880  0.135260
  0.283470  0.135050
  0.253700  0.133460
  0.225410  0.130370
  0.198460  0.125940
  0.172860  0.120260
  0.148630  0.113550
  0.125910  0.105980
  0.104820  0.097700
  0.085450  0.088790
  0.067890  0.079400
  0.052230  0.069650
  0.038550  0.059680
  0.026940  0.049660
  0.017550  0.039610
  0.010280  0.029540
  0.004950  0.019690
  0.001550  0.010330
  0.000050  0.001780
  0.000440 -0.005610
  0.002640 -0.011200
  0.007890 -0.014270
  0.017180 -0.015500
  0.030060 -0.015840
  0.046270 -0.015320
  0.065610 -0.014040
  0.087870 -0.012020
  0.112820 -0.009250
  0.140200 -0.005630
  0.170060 -0.000750
  0.202780  0.005350
  0.238400  0.012130
  0.276730  0.019280
  0.317500  0.026520
  0.360440  0.033580
  0.405190  0.040210
  0.451390  0.046180
  0.498600  0.051290
  0.546390  0.055340
  0.594280  0.058200
  0.641760  0.059760
  0.688320  0.059940
  0.733440  0.058720
  0.776600  0.056120
  0.817290  0.052190
  0.855000  0.047060
  0.889280  0.040880
  0.919660  0.033870
  0.945730  0.026240
  0.966930  0.018220
  0.982550  0.010600
  0.992680  0.004680
  0.998250  0.001150
  1.000000  0.000000
